node,lt_mean,lt_std,lt_robust
21425,7.52,58.45647611685126,1.6743523883148725
21939,1.085,0.7986081642457709,1.0051391835754229
9405,8.175,80.81889862525968,0.0931101374740333
25051,3.49,33.71409052606935,0.11859094739306508
23783,1.095,0.6752592094892154,1.0274740790510783
31807,1.0,0.0,1.0
29814,5.56,26.493893636081502,2.910610636391849
26973,1.095,0.6526676029955831,1.0297332397004417
6259,1.375,2.8415444744012013,1.09084555255988
18587,1.345,1.2984510002306593,1.215154899976934
10551,8.275,55.73248043107357,2.701751956892643
15681,2.99,7.40404619110389,2.249595380889611
9339,1.165,1.2440960573846376,1.0405903942615362
32627,5.645,37.699588525605954,1.8750411474394042
3075,1.88,5.919087767553376,1.2880912232446624
17265,2.71,8.440136254824328,1.865986374517567
12673,1.84,3.85932636609033,1.454067363390967
28848,7.635,33.63200521824412,4.271799478175588
16647,1.46,5.422951226039194,0.9177048773960805
11999,3.06,2.392989761783364,2.8207010238216634
11940,1.0,0.0,1.0
10148,6.725,45.58189744843889,2.1668102551561104
22973,1.2,1.3638181696985856,1.0636181830301414
31912,4.35,4.986732397071252,3.8513267602928742
5493,1.345,2.2552106331781965,1.1194789366821802
23100,1.13,0.6427285585688565,1.0657271441431142
30367,2.605,8.110423848357126,1.7939576151642873
17857,1.015,0.2116010396949883,0.993839896030501
19241,2.38,10.887864804450869,1.291213519554913
10329,4.625,13.071892556167985,3.3178107443832014
25407,5.28,24.290977748950333,2.8509022251049667
23057,7.075,27.194840962947367,4.355515903705263
10869,4.485,24.695744066539074,2.0154255933460927
15245,2.8,10.313583276436953,1.7686416723563045
30031,1.425,2.223595062056039,1.2026404937943962
17996,4.795,35.10460048198811,1.284539951801189
14521,1.085,0.4876217796612452,1.0362378220338755
10229,2.72,15.711829937979852,1.1488170062020149
23332,1.045,0.33611753896516616,1.0113882461034833
7764,1.62,3.230417929618396,1.2969582070381604
26068,1.005,0.07053367989832944,0.997946632010167
29976,6.54,35.035387824312714,3.0364612175687284
6921,1.39,2.422374867769231,1.1477625132230767
20646,8.495,31.02482836374764,5.392517163625235
22152,6.365,48.342959932134896,1.53070400678651
17717,2.455,6.282354256168621,1.8267645743831378
9373,3.75,6.283908019696023,3.1216091980303977
10095,6.235,36.96295138378427,2.538704861621573
24125,1.6,1.4352700094407325,1.4564729990559269
23619,1.0,0.0,1.0
9969,6.3,36.56090808500248,2.6439091914997515
27929,1.0,0.0,1.0
15890,1.065,0.5837593682331788,1.006624063176682
27714,3.285,5.9062488095236905,2.6943751190476313
14449,2.945,3.3259547501431825,2.6124045249856813
24042,2.0,7.798076685952761,1.2201923314047238
4550,2.27,5.250438076960817,1.7449561923039183
21192,2.395,10.244948755362323,1.3705051244637676
22211,2.51,8.402969713143085,1.6697030286856913
2601,1.0,0.0,1.0
24432,2.025,5.807269151675338,1.444273084832466
3516,7.555,23.840238568437186,5.170976143156281
13265,1.7,4.259107887809371,1.2740892112190627
27880,1.745,9.594788950258364,0.7855211049741637
29376,1.45,5.714674093944466,0.8785325906055533
22541,2.29,6.251871719733219,1.664812828026678
19751,3.36,16.12328750596478,1.7476712494035218
13527,1.68,6.4302099499161,1.0369790050083898
29345,1.005,0.07053367989832944,0.997946632010167
18556,3.395,16.615022569951567,1.7334977430048433
22319,1.0,0.0,1.0
7934,6.63,31.718182482607673,3.4581817517392324
25127,2.565,7.815738928597858,1.783426107140214
150,2.13,11.660750404669505,0.9639249595330492
3605,4.475,11.948195470446572,3.280180452955342
23522,1.02,0.1720465053408525,1.0027953494659148
9693,1.08,0.8022468448052631,0.9997753155194737
16194,1.345,3.356482533844024,1.0093517466155975
