node,ic_mean,ic_std
158743,2.535,8.633584134066222
159956,3.12,8.786102662728222
160613,1.0,0.0
160723,9.675,37.812555785082814
163479,36.2,55.10807563324998
163652,3.085,14.322631566859492
164749,2.175,7.9217659016156245
165968,3.485,9.098339134149706
166851,7.185,14.064521854652579
167171,5.155,8.231098043396154
167632,1.47,1.651998789345803
168378,4.51,14.983320726728106
168383,3.91,11.799233025921641
168510,4.08,21.347917931264394
171937,1.895,3.7965741135924107
173302,1.53,3.648163921755711
174436,12.85,25.48720267114459
174511,9.99,25.830406500866378
174878,2.76,2.5223798286538845
177323,1.03,0.1705872210923198
177329,4.685,12.60816303035458
179661,17.46,57.01059901456921
181986,16.055,34.340384025226044
185457,4.005,13.116210390200365
185593,4.965,30.79957426653816
189179,5.3,24.447290238388387
189230,4.77,16.496881523488007
191328,1.065,0.38829756630707846
195293,9.73,21.98993178707019
198355,24.89,40.67711764616564
198576,3.635,14.317184604523336
199282,8.37,31.633101333887577
200770,5.6,18.73072342436351
202475,2.355,10.074669969780649
203617,1.58,2.636967955815922
207702,3.23,10.311988169116566
208650,1.735,3.5248794305621294
209813,7.315,34.93888628734465
215360,2.69,7.695706595238672
216707,2.37,8.14512737776396
217367,1.295,0.8294425839080122
219084,4.41,18.696307121996046
224417,7.61,30.870664068011237
225503,3.425,9.181741392568187
225514,7.895,27.52696814035283
235110,5.15,15.415171098628779
240394,14.845,49.40395707835557
246063,3.91,12.692986252257581
247956,5.25,29.568353014667558
248754,7.675,14.229524763673592
249846,22.47,34.446467162831084
256458,1.445,2.4324832990176932
256945,6.34,9.300774161326572
258654,5.065,11.050374428045414
265605,1.865,2.678950354149924
271005,2.46,8.338369145102657
271955,2.275,0.7275816105427625
274072,2.76,2.394243095427029
275779,4.895,14.342035246086937
286243,1.665,4.6209062963881875
292861,8.995,21.75327504078409
295627,3.56,8.827593103445581
299382,1.71,9.383810526646407
317733,7.015,28.595013114177796
332484,8.375,39.271928587732994
335038,44.52,61.31810173187034
357697,1.115,0.4917062130988381
400871,2.725,6.232124437140195
408794,1.175,0.7378177281686853
430163,4.195,13.603197234473962
445939,13.385,36.11241857034779
